"Path","File","Date Acquired","Sample","Misc"
"C:\msdchem\1\data\Manual\MA_population_6_2016\","MA_Population_24-1.D","23 Jun 2016  14:58    "," "," "
"Ion 119.00 (118.70 to 119.70): MA_Population_24-1.D\data.ms"
4.588,0.000
4.592,0.000
4.597,0.000
4.601,0.000
4.605,0.000
4.610,0.000
4.614,0.000
4.619,0.000
4.623,0.000
4.627,0.000
4.632,0.000
4.636,0.000
4.640,0.000
4.645,0.000
4.649,0.000
4.654,0.000
4.658,0.000
4.662,0.000
4.667,0.000
4.671,0.000
4.675,0.000
4.680,0.000
4.684,0.000
4.689,0.000
4.693,0.000
4.697,0.000
4.702,0.000
4.706,0.000
4.710,0.000
4.715,0.000
4.719,0.000
4.724,0.000
4.728,0.000
4.732,0.000
4.737,0.000
4.741,0.000
4.745,0.000
4.750,0.000
4.754,0.000
4.758,0.000
4.763,0.000
4.767,0.000
4.772,0.000
4.776,0.000
4.780,0.000
4.785,0.000
4.789,0.000
4.793,0.000
4.798,0.000
4.802,0.000
4.807,0.000
4.811,0.000
4.815,0.000
4.820,0.000
4.824,0.000
4.828,0.000
4.833,0.000
4.837,0.000
4.842,0.000
4.846,0.000
4.850,0.000
4.855,0.000
4.859,0.000
4.863,0.000
4.868,0.000
4.872,0.000
4.877,0.000
4.881,0.000
4.885,0.000
4.890,0.000
4.894,0.000
4.898,0.000
4.903,0.000
4.907,0.000
4.911,0.000
4.916,0.000
4.920,0.000
4.925,0.000
4.929,0.000
4.933,0.000
4.938,0.000
4.942,0.000
4.946,0.000
4.951,0.000
4.955,0.000
4.960,0.000
4.964,0.000
4.968,0.000
4.973,0.000
4.977,0.000
4.981,0.000
4.986,0.000
4.990,0.000
4.995,0.000
4.999,0.000
5.003,0.000
5.008,0.000
5.012,0.000
5.016,0.000
5.021,0.000
5.025,0.000
5.030,0.000
5.034,0.000
5.038,0.000
5.043,0.000
5.047,0.000
5.051,0.000
5.056,0.000
5.060,0.000
5.064,0.000
5.069,0.000
5.073,0.000
5.078,0.000
5.082,0.000
5.086,0.000
5.091,0.000
5.095,0.000
5.099,0.000
5.104,0.000
5.108,0.000
5.113,0.000
5.117,0.000
5.121,0.000
5.126,0.000
5.130,0.000
5.134,0.000
5.139,0.000
5.143,0.000
5.148,0.000
5.152,0.000
5.156,0.000
5.161,0.000
5.165,0.000
5.169,0.000
5.174,0.000
5.178,0.000
5.183,0.000
5.187,0.000
5.191,0.000
5.196,0.000
5.200,0.000
5.204,0.000
5.209,0.000
5.213,0.000
5.217,0.000
5.222,0.000
5.226,0.000
5.231,0.000
5.235,0.000
5.239,0.000
5.244,0.000
5.248,0.000
5.252,0.000
5.257,0.000
5.261,0.000
5.266,0.000
5.270,0.000
5.274,0.000
5.279,0.000
5.283,0.000
5.287,0.000
5.292,0.000
5.296,0.000
5.301,0.000
5.305,0.000
5.309,0.000
5.314,0.000
5.318,0.000
5.322,0.000
5.327,0.000
5.331,0.000
5.336,0.000
5.340,0.000
5.344,0.000
5.349,0.000
5.353,0.000
5.357,0.000
5.362,0.000
5.366,0.000
5.370,0.000
5.375,0.000
5.379,0.000
5.384,0.000
5.388,0.000
5.392,0.000
5.397,0.000
5.401,0.000
5.405,0.000
5.410,0.000
5.414,0.000
5.419,0.000
5.423,0.000
5.427,0.000
5.432,0.000
5.436,0.000
5.440,0.000
5.445,0.000
5.449,0.000
5.454,0.000
5.458,0.000
